id,name,source,rarity,type,level
zJro50sLFmOcDLdO,Lemure,Pathfinder Bestiary,common,Fiend,0
cDm6PzhO5nXlkGoi,Orc Brute,Pathfinder Bestiary,common,Humanoid,0
jnmUcTs4hn1c5bz9,Pugwampi,Pathfinder Bestiary,common,Fey,0
YUk9S6caKqheRsUQ,Riding Pony,Pathfinder Bestiary,common,Animal,0
KpxhSWRIhG7ns5NA,Spider Swarm,Pathfinder Bestiary,common,Animal,0
KDRlxdIUADWHI6Vr,Air Mephit,Pathfinder Bestiary,common,Elemental,1
LVhVb7abhv4onzZZ,Arbiter,Pathfinder Bestiary,common,Monitor,1
sf42HB8VsWGlYixP,Ball Python,Pathfinder Bestiary,common,Animal,1
wifELOkkRO2634bc,Boggard Scout,Pathfinder Bestiary,common,Humanoid,1
E0PIGtVfc5PFVT2C,Cacodaemon,Pathfinder Bestiary,common,Fiend,1
eQdLBzkluS1fvVC8,Caligni Dancer,Pathfinder Bestiary,common,Humanoid,1
ZzMJ7Y4qxapAVvlF,Cassisian,Pathfinder Bestiary,common,Celestial,1
saKs2Qaor8QktboH,Catfolk Pouncer,Pathfinder Bestiary,common,Humanoid,1
9FZMzpAu4XhCI0IB,Deep Gnome Scout,Pathfinder Bestiary,common,Humanoid,1
dTz1SQvJIUsB9S2w,Drow Fighter,Pathfinder Bestiary,common,Humanoid,1
qfuoFK2GXBJusQ33,Duergar Bombardier,Pathfinder Bestiary,common,Humanoid,1
x23aXeWTo026pMui,Earth Mephit,Pathfinder Bestiary,common,Elemental,1
tr75FAbdOkrfQviy,Electric Eel,Pathfinder Bestiary,common,Animal,1
k9fM0vufbdsDPQul,Fire Mephit,Pathfinder Bestiary,common,Elemental,1
LHHgGSs0ELCR4CYK,Ghoul,Pathfinder Bestiary,common,Undead,1
9hOuoOONmp6500GZ,Giant Gecko,Pathfinder Bestiary,common,Animal,1
jGzVwekcRX5aQpbT,Goblin Commando,Pathfinder Bestiary,common,Humanoid,1
0rfropeocJWXC6pg,Goblin Dog,Pathfinder Bestiary,common,Animal,1
z0l0lHc79NbMxiqZ,Goblin Pyro,Pathfinder Bestiary,common,Humanoid,1
4BBzo72pHOpecoIp,Goblin War Chanter,Pathfinder Bestiary,common,Humanoid,1
UYHtIbN0JVaIYcgs,Gourd Leshy,Pathfinder Bestiary,common,Plant,1
j1mm6bb3hZ56jSrK,Grig,Pathfinder Bestiary,common,Fey,1
PiZkpRK23u89h82S,Hobgoblin Soldier,Pathfinder Bestiary,common,Humanoid,1
E4ctF7Fvi3cdkgQq,Hunting Spider,Pathfinder Bestiary,common,Animal,1
Zv6eaumsdz4HdxRV,Hyena,Pathfinder Bestiary,common,Animal,1
I4CpyMUsWfFYdpL5,Imp,Pathfinder Bestiary,common,Fiend,1
gfRXFd24U633OC9r,Jinkin,Pathfinder Bestiary,common,Fey,1
rPaHIh0ICnTLnRO6,Kobold Scout,Pathfinder Bestiary,common,Humanoid,1
0HjVFx8qIKDCfblg,Lantern Archon,Pathfinder Bestiary,common,Celestial,1
EhB5Q98OO25DDOOl,Lizardfolk Defender,Pathfinder Bestiary,common,Humanoid,1
1CzZINpYRcNBKDnO,Lizardfolk Scout,Pathfinder Bestiary,common,Humanoid,1
XUTUBrQixSs7VLov,Lyrakien,Pathfinder Bestiary,common,Celestial,1
O3J59mUJ6DHQZZ6F,Merfolk Warrior,Pathfinder Bestiary,common,Humanoid,1
RXEnAk6cbSnk3w7O,Naiad,Pathfinder Bestiary,common,Fey,1
oGIWTW0WqQxYNJOD,Nosoi,Pathfinder Bestiary,common,Monitor,1
iA9lbwH0qROTjCva,Orc Warrior,Pathfinder Bestiary,common,Humanoid,1
KxN9aGFGPxl6oLGF,Plague Zombie,Pathfinder Bestiary,common,Undead,1
9jF564DF6ylEovna,Quasit,Pathfinder Bestiary,common,Fiend,1
sPClc6y3dT3XZupv,Rat Swarm,Pathfinder Bestiary,common,Animal,1
URREWYZtc8QJ9ld6,Reefclaw,Pathfinder Bestiary,common,Aberration,1
5Azg87M6OnQ7Q4ZS,Riding Dog,Pathfinder Bestiary,common,Animal,1
In2nNwo3JL1RXQhj,Riding Horse,Pathfinder Bestiary,common,Animal,1
Hkq9ZS2J2iKnT7vT,Sewer Ooze,Pathfinder Bestiary,common,Ooze,1
VAWmwDA08ZLQd8lW,Vampire Bat Swarm,Pathfinder Bestiary,common,Animal,1
S5z0mtoEhbz7BvE9,Velociraptor,Pathfinder Bestiary,common,Animal,1
8meqlz36gPHTTvNz,Voidworm,Pathfinder Bestiary,common,Monitor,1
OPavstjKhgcp30fc,War Pony,Pathfinder Bestiary,common,Animal,1
KFf6pJmFmzj7HH9i,Water Mephit,Pathfinder Bestiary,common,Elemental,1
Oilfs8Atv2LjAsUS,Wolf,Pathfinder Bestiary,common,Animal,1
RTzFvmdSCf5yhguy,Xulgath Warrior,Pathfinder Bestiary,common,Humanoid,1
cZDiyluplFqRxmGy,Animated Armor,Pathfinder Bestiary,common,Construct,2
R9eoGwQ2tudxUKxS,Black Kobold Dragon Mage,Pathfinder Bestiary,common,Humanoid,2
93hZtLl9pRRfqI05,Blue Kobold Dragon Mage,Pathfinder Bestiary,common,Humanoid,2
4MwjCsa5O9aAjxSm,Boar,Pathfinder Bestiary,common,Animal,2
JkBJ8B07ElXrfDaG,Boggard Warrior,Pathfinder Bestiary,common,Humanoid,2
4htFfofrXLkbWMRg,Bugbear Thug,Pathfinder Bestiary,common,Humanoid,2
nFMZjWQL6pd9XdqR,Caligni Creeper,Pathfinder Bestiary,common,Humanoid,2
vJwnApm0HkadGR7w,Crocodile,Pathfinder Bestiary,common,Animal,2
b6qiHvyx6ymROTBL,Deep Gnome Warrior,Pathfinder Bestiary,common,Humanoid,2
2IrWQjtFvsen8ioo,Deinonychus,Pathfinder Bestiary,common,Animal,2
bxAJWWKrEMjgNkUp,Dero Stalker,Pathfinder Bestiary,common,Humanoid,2
jMiiQDIDxW9ZMvCV,Dhampir Wizard,Pathfinder Bestiary,common,Humanoid,2
VBXjZ1jYxdKf64B7,Drow Rogue,Pathfinder Bestiary,common,Humanoid,2
dEecX0AEfl32KUVN,Duergar Taskmaster,Pathfinder Bestiary,common,Humanoid,2
QGTSPki2eoLuavif,Envyspawn,Pathfinder Bestiary,common,Aberration,2
atrhmCtNKx1MR06I,Faerie Dragon,Pathfinder Bestiary,uncommon,Dragon,2
oiXbo1VSfDrHpIQm,Fungus Leshy,Pathfinder Bestiary,common,Fungus,2
VC7rtYR4hLxwg7WZ,Ghast,Pathfinder Bestiary,common,Undead,2
C9s5tBxVValC2HTE,Giant Bat,Pathfinder Bestiary,common,Animal,2
SuWpn5yZdsHDHpL2,Giant Monitor Lizard,Pathfinder Bestiary,common,Animal,2
KsWAIXTTh3mfNWOY,Giant Viper,Pathfinder Bestiary,common,Animal,2
triuze3NMe4kWpdS,Gluttonyspawn,Pathfinder Bestiary,common,Aberration,2
o3DRwRKeJrl83Wv9,Gnoll Hunter,Pathfinder Bestiary,common,Humanoid,2
w20FfmKH7ukghczT,Greedspawn,Pathfinder Bestiary,common,Aberration,2
QaldZV2p9RpMXzzn,Green Kobold Dragon Mage,Pathfinder Bestiary,common,Humanoid,2
wqPYzMNgYvrO6oEP,Leopard,Pathfinder Bestiary,common,Animal,2
yzyaD2yGDrxmYh7P,Lizardfolk Stargazer,Pathfinder Bestiary,common,Humanoid,2
x8ZWNcFOfpJYjXOw,Lustspawn,Pathfinder Bestiary,common,Aberration,2
uCw15c4AnIrOy5AV,Merfolk Wavecaller,Pathfinder Bestiary,common,Humanoid,2
XLqbEDjmGpIc4XoY,Orc Warchief,Pathfinder Bestiary,common,Humanoid,2
cXSTuUJct5iepH75,Pridespawn,Pathfinder Bestiary,common,Aberration,2
CSefkWGVmA5yGxNR,Pteranodon,Pathfinder Bestiary,common,Animal,2
CJuHwIRCAgTB1SEl,Red Kobold Dragon Mage,Pathfinder Bestiary,common,Humanoid,2
PXru127aJljwKhSy,Sea Devil Scout,Pathfinder Bestiary,common,Humanoid,2
RMSx2C27yty0MTva,Skeletal Champion,Pathfinder Bestiary,common,Undead,2
mblGfyIXWhiaNpFw,Skeletal Horse,Pathfinder Bestiary,common,Undead,2
ZSQ4M8qeAv4dkLq1,Skum,Pathfinder Bestiary,common,Humanoid,2
q3LrTrfnCvoUXuRz,Slothspawn,Pathfinder Bestiary,common,Aberration,2
eHLDsL1LG3jQ1H6Y,Slurk,Pathfinder Bestiary,common,Animal,2
7EpLGBoddL8Vzlha,Soulbound Doll (Chaotic Evil),Pathfinder Bestiary,common,Construct,2
j0gCguJx3ILB1j9o,Soulbound Doll (Chaotic Good),Pathfinder Bestiary,common,Construct,2
X03lxGz9ELv8rG2w,Soulbound Doll (Chaotic Neutral),Pathfinder Bestiary,common,Construct,2
RizAUQHtPy0YRUyt,Soulbound Doll (Lawful Evil),Pathfinder Bestiary,common,Construct,2
RAjbVzWcfrPBbgkK,Soulbound Doll (Lawful Good),Pathfinder Bestiary,common,Construct,2
rJgUpdXBCMBrsJFf,Soulbound Doll (Lawful Neutral),Pathfinder Bestiary,common,Construct,2
7ptWlh4t6oHvYOcj,Soulbound Doll (Neutral Evil),Pathfinder Bestiary,common,Construct,2
iF5NeHC6ReqXLFmY,Soulbound Doll (Neutral Good),Pathfinder Bestiary,common,Construct,2
Pl3J94dvVY159G64,Soulbound Doll (True Neutral),Pathfinder Bestiary,common,Construct,2
70JDH25JLTC4t5Ko,Tengu Sneak,Pathfinder Bestiary,common,Humanoid,2
Jy2va0NTTbaUH1zP,War Horse,Pathfinder Bestiary,common,Animal,2
Sft7n3LMmnTxhhYn,Warg,Pathfinder Bestiary,common,Beast,2
tXHUr947sanB5tdN,Wererat,Pathfinder Bestiary,common,Beast,2
kCRfBZqCugMQmdpd,White Kobold Dragon Mage,Pathfinder Bestiary,common,Humanoid,2
pMoAlNjMJ7DArLPh,Wrathspawn,Pathfinder Bestiary,common,Aberration,2
4zXn6xaaxo1DtIRk,Xulgath Skulker,Pathfinder Bestiary,common,Humanoid,2
Ix1PziAEk9IIMYBz,Zombie Brute,Pathfinder Bestiary,common,Undead,2
PiAGhPEzJMC2egQk,Animated Statue,Pathfinder Bestiary,common,Construct,3
wMomrpcaC8QvIdlj,Ankhrav,Pathfinder Bestiary,common,Animal,3
pG3UPgbAxNCXAyQE,Boggard Swampseer,Pathfinder Bestiary,common,Humanoid,3
9sa2KE4Fbh3OPH7M,Brine Shark,Pathfinder Bestiary,common,Elemental,3
7JvA7kTqCUwcJoNe,Bugbear Tormentor,Pathfinder Bestiary,common,Humanoid,3
S8iX8sPaYFFYDoUq,Bunyip,Pathfinder Bestiary,common,Animal,3
l05LjJTXvFS4tYTE,Centaur,Pathfinder Bestiary,common,Beast,3
ZPAM4OavHmdgmGnw,Centipede Swarm,Pathfinder Bestiary,common,Animal,3
bAjHCeyNcPRqOmLv,Changeling Exile,Pathfinder Bestiary,common,Humanoid,3
hiGwRWdxAsoCII4f,Cinder Rat,Pathfinder Bestiary,common,Elemental,3
fgsDAeZHVbHRhSE8,Cockatrice,Pathfinder Bestiary,common,Beast,3
ZsduIlmluQe4ZxFy,Dero Strangler,Pathfinder Bestiary,common,Humanoid,3
qHqhUWeNUZRET9xV,Dire Wolf,Pathfinder Bestiary,common,Animal,3
AdQVjlOWB6rmBRVp,Doppelganger,Pathfinder Bestiary,uncommon,Humanoid,3
FaBHkmFGuEIqIYM1,Drow Priestess,Pathfinder Bestiary,common,Humanoid,3
iSwUKe7cEytclS7r,Dryad,Pathfinder Bestiary,common,Fey,3
TZcDdN5o7s4alZNE,Gelatinous Cube,Pathfinder Bestiary,common,Ooze,3
tKaOsbg8cmIUSjSE,Giant Eagle,Pathfinder Bestiary,common,Beast,3
Z7xWkQKCHGyd02B1,Giant Mantis,Pathfinder Bestiary,common,Animal,3
zJZqpx6pPW7dxEUV,Giant Scorpion,Pathfinder Bestiary,common,Animal,3
J0dSbywBRgD2kf19,Giant Wasp,Pathfinder Bestiary,common,Animal,3
hXpqjD3eBRxlemNs,Gnoll Cultist,Pathfinder Bestiary,common,Humanoid,3
XVX9Uhqb8shG5Pwm,Gorilla,Pathfinder Bestiary,common,Animal,3
CJP3GGBXuGgkaj6C,Grizzly Bear,Pathfinder Bestiary,common,Animal,3
K9Hw43co8fhwmKkM,Grothlut,Pathfinder Bestiary,common,Aberration,3
jeAGl6OAVrrIPgu3,Hell Hound,Pathfinder Bestiary,common,Beast,3
VcUdFYNaxauNr5Hn,Hyaenodon,Pathfinder Bestiary,common,Animal,3
l3Pe8FsFbLvft1Fq,Lion,Pathfinder Bestiary,common,Animal,3
gdXok08bITkhowDJ,Ogre Warrior,Pathfinder Bestiary,common,Giant,3
PCh2kxeSYWRit9TE,Pegasus,Pathfinder Bestiary,common,Beast,3
DX1xNtucLTenn3P3,River Drake,Pathfinder Bestiary,common,Dragon,3
mEmWRqTRxLUZQYSh,Rust Monster,Pathfinder Bestiary,common,Aberration,3
f3c1CS2W8Tft3hW7,Sea Hag,Pathfinder Bestiary,common,Humanoid,3
5MVBU86ZRw2ANMQn,Skeletal Giant,Pathfinder Bestiary,common,Undead,3
Ey19J4nTn1dQvLtE,Snapping Flytrap,Pathfinder Bestiary,common,Plant,3
NVWaLagWOu5tCCZu,Sod Hound,Pathfinder Bestiary,common,Elemental,3
tm3Tixb7IDoLdJ5k,Tiefling Adept,Pathfinder Bestiary,common,Humanoid,3
c3iA9lkU1QY4YCY6,Unicorn,Pathfinder Bestiary,common,Beast,3
ZMr28tFTA5NUcBTi,Web Lurker,Pathfinder Bestiary,common,Aberration,3
bLMoqt9xqTZKnjxr,Werewolf,Pathfinder Bestiary,common,Beast,3
ZPjQkKVMi3xoPcU0,Wight,Pathfinder Bestiary,common,Undead,3
I4o2Gqpr2ioiUXA9,Xulgath Leader,Pathfinder Bestiary,common,Humanoid,3
cBHpMcVaLRPZu9po,Zephyr Hawk,Pathfinder Bestiary,common,Elemental,3
aNWiP985fISjClGo,Arboreal Warden,Pathfinder Bestiary,common,Plant,4
x4mlZseBP5bWcy4H,Barghest,Pathfinder Bestiary,common,Fiend,4
gWxpeqOQ54Jd4HTG,Caligni Stalker,Pathfinder Bestiary,common,Humanoid,4
quXuocHuT2US7cWz,Daeodon,Pathfinder Bestiary,common,Animal,4
VoLW6eUxMSsXvgVP,Duskwalker Ghost Hunter,Pathfinder Bestiary,common,Humanoid,4
qr46S4VDnaUK0GcM,Faceless Stalker,Pathfinder Bestiary,common,Aberration,4
0SAlss24nUMdX9r8,Gancanagh,Pathfinder Bestiary,common,Celestial,4
aeCoh4u6c5kt1iCs,Gargoyle,Pathfinder Bestiary,common,Beast,4
2H2AEwQnfKJC0nrd,Ghost Commoner,Pathfinder Bestiary,common,Spirit,4
bIw7czN0E3rENrVd,Giant Stag Beetle,Pathfinder Bestiary,common,Animal,4
oMsOm06HhX1gG0Jz,Gnoll Sergeant,Pathfinder Bestiary,common,Humanoid,4
WNiNj0Brn2LCYmwd,Great White Shark,Pathfinder Bestiary,common,Animal,4
3nOBhH8j9I7ps6fC,Green Hag,Pathfinder Bestiary,common,Humanoid,4
Oc5NXZmMkSDCRNlQ,Griffon,Pathfinder Bestiary,common,Animal,4
KclNszYZ7sjwE9nX,Hobgoblin Archer,Pathfinder Bestiary,common,Humanoid,4
iII08V0HlvWGWSmu,Horned Archon,Pathfinder Bestiary,common,Celestial,4
tMxtnGthVV01wNQb,Janni,Pathfinder Bestiary,common,Elemental,4
yq1BgQi0BsAMbU69,Kapoacinth,Pathfinder Bestiary,common,Beast,4
Br1AtKUHe3nbzjnY,Mimic,Pathfinder Bestiary,common,Aberration,4
E9rT02pPDLq7rARq,Minotaur,Pathfinder Bestiary,common,Humanoid,4
oJaC1WbXQuQX2d2J,Ogre Glutton,Pathfinder Bestiary,common,Giant,4
kPBSSOuR8n8vZHXB,Otyugh,Pathfinder Bestiary,common,Aberration,4
X03vq2RWi2jiA6Ri,Owlbear,Pathfinder Bestiary,common,Animal,4
wpmvdP5w936Kmq0e,Pixie,Pathfinder Bestiary,common,Fey,4
r9WAwtCLxoJMjd8J,Poracha,Pathfinder Bestiary,uncommon,Beast,4
XbClt5wkqECrQToJ,Ratfolk Grenadier,Pathfinder Bestiary,common,Humanoid,4
3kLXBdtKpUsU8ey5,Satyr,Pathfinder Bestiary,common,Fey,4
IpzDMSmJ42alvf9F,Scorpion Swarm,Pathfinder Bestiary,common,Animal,4
UrviURGu5o9LkhxN,Sea Devil Brute,Pathfinder Bestiary,common,Humanoid,4
XrmHgbKgcHDi4OnK,Shadow,Pathfinder Bestiary,common,Undead,4
ypLkUfuHHfNDsVUQ,Tiger,Pathfinder Bestiary,common,Animal,4
H2ZxTHZOEigpH4LK,Vampire Spawn Rogue,Pathfinder Bestiary,common,Undead,4
qcZvFCAnslI9XNTR,Wasp Swarm,Pathfinder Bestiary,common,Animal,4
5U13zQ77DIcqpH9U,Werebear,Pathfinder Bestiary,uncommon,Beast,4
gDMPUL0UiOHrUUd3,Aasimar Redeemer,Pathfinder Bestiary,common,Humanoid,5
FIoRPHaHdYUPVKdT,Barbazu,Pathfinder Bestiary,common,Fiend,5
rPHxXClTnoPYHYuZ,Basilisk,Pathfinder Bestiary,common,Beast,5
bkaDwBD3mIBgvULs,Cloaker,Pathfinder Bestiary,common,Aberration,5
Dwgl1DzJAYE3ienu,Cyclops,Pathfinder Bestiary,uncommon,Giant,5
hNR4xZRsxUkGPI1v,Dandasuka,Pathfinder Bestiary,common,Fiend,5
0hnnwyqLfYVIenzd,Deep Gnome Rockwarden,Pathfinder Bestiary,common,Humanoid,5
ePa0KmNPpR4zUPfX,Dero Magister,Pathfinder Bestiary,uncommon,Humanoid,5
GyigGu36XLPV72nW,Djinni,Pathfinder Bestiary,uncommon,Elemental,5
csRH8Fx0r6iMWlFc,Ether Spider,Pathfinder Bestiary,common,Beast,5
O5YbsTSlX5VhciP4,Flame Drake,Pathfinder Bestiary,common,Dragon,5
